# onset,offset,note,velocity,instrument
0.000000	0.497917	72.000000	49.000000	71.000000
0.500000	1.497917	68.000000	49.000000	71.000000
1.500000	1.997917	67.000000	49.000000	71.000000
2.000000	2.497917	72.000000	49.000000	71.000000
2.500000	3.497917	67.000000	49.000000	71.000000
3.500000	3.997917	65.000000	49.000000	71.000000
4.000000	4.497917	72.000000	49.000000	71.000000
4.500000	4.997917	65.000000	49.000000	71.000000
5.000000	5.497917	63.000000	49.000000	71.000000
5.500000	5.997917	72.000000	49.000000	71.000000
6.000000	6.497917	61.000000	49.000000	71.000000
6.500000	7.497917	60.000000	49.000000	71.000000
8.000000	8.497917	68.000000	49.000000	71.000000
8.500000	9.497917	67.000000	49.000000	71.000000
9.500000	9.997917	65.000000	49.000000	71.000000
10.000000	10.497917	68.000000	49.000000	71.000000
10.500000	11.497917	63.000000	49.000000	71.000000
11.500000	11.997917	61.000000	49.000000	71.000000
12.000000	12.497917	68.000000	49.000000	71.000000
12.500000	12.997917	60.000000	49.000000	71.000000
13.000000	13.497917	58.000000	49.000000	71.000000
13.500000	13.997917	68.000000	49.000000	71.000000
14.000000	14.497917	57.000000	49.000000	71.000000
14.500000	15.497917	56.000000	49.000000	71.000000
16.000000	16.497917	53.000000	49.000000	71.000000
16.500000	17.497917	56.000000	49.000000	71.000000
17.500000	17.997917	53.000000	49.000000	71.000000
18.000000	18.497917	56.000000	49.000000	71.000000
18.500000	19.497917	60.000000	49.000000	71.000000
19.500000	19.997917	59.000000	49.000000	71.000000
20.000000	20.497917	63.000000	49.000000	71.000000
20.500000	20.997917	61.000000	49.000000	71.000000
21.000000	21.497917	60.000000	49.000000	71.000000
21.500000	21.997917	65.000000	49.000000	71.000000
22.000000	22.497917	67.000000	49.000000	71.000000
22.500000	23.497917	68.000000	49.000000	71.000000
24.000000	24.497917	65.000000	49.000000	71.000000
24.500000	25.497917	68.000000	48.000000	71.000000
25.500000	25.997917	64.000000	46.000000	71.000000
26.000000	26.497917	70.000000	45.000000	71.000000
26.500000	27.497917	72.000000	43.000000	71.000000
27.500000	27.997917	63.000000	41.000000	71.000000
28.000000	28.497917	73.000000	40.000000	71.000000
28.500000	28.997917	75.000000	38.000000	71.000000
29.000000	29.497917	61.000000	37.000000	71.000000
29.500000	29.997917	73.000000	36.000000	71.000000
30.000000	30.497917	72.000000	35.000000	71.000000
30.500000	32.497917	68.000000	33.000000	71.000000
32.500000	33.623440	56.000000	33.000000	71.000000
33.625003	33.998441	60.000000	48.000000	71.000000
34.000004	34.373442	65.000000	53.000000	71.000000
34.375005	34.748443	68.000000	58.000000	71.000000
34.750006	34.812506	64.000000	64.000000	71.000000
34.814069	35.871884	70.000000	64.000000	71.000000
35.875009	36.248447	68.000000	57.000000	71.000000
36.250010	36.623448	67.000000	54.000000	71.000000
36.625011	36.998449	65.000000	52.000000	71.000000
37.000012	38.123452	59.000000	49.000000	71.000000
38.125015	38.498453	65.000000	64.000000	71.000000
38.500016	38.873454	68.000000	69.000000	71.000000
38.875017	39.248455	70.000000	74.000000	71.000000
39.250018	39.312518	60.000000	80.000000	71.000000
39.314081	40.371896	72.000000	80.000000	71.000000
40.375021	40.748459	70.000000	72.000000	71.000000
40.750022	41.123460	68.000000	70.000000	71.000000
41.125023	41.498461	67.000000	67.000000	71.000000
41.500024	42.623464	65.000000	64.000000	71.000000
42.625027	42.998465	60.000000	64.000000	71.000000
43.000028	43.373466	56.000000	64.000000	71.000000
43.375029	43.748467	53.000000	64.000000	71.000000
43.750030	44.873470	52.000000	64.000000	71.000000
44.875033	45.248471	55.000000	64.000000	71.000000
45.250034	45.623472	60.000000	64.000000	71.000000
45.625035	45.998473	64.000000	64.000000	71.000000
46.000036	47.123476	65.000000	64.000000	71.000000
47.125039	47.498477	61.000000	64.000000	71.000000
47.500040	47.873478	58.000000	64.000000	71.000000
47.875041	48.248479	56.000000	64.000000	71.000000
