# onset,offset,note,velocity,instrument
0.125000	0.248958	72.000000	80.000000	71.000000
0.250000	0.373958	74.000000	80.000000	71.000000
0.375000	0.498958	76.000000	80.000000	71.000000
0.500000	0.623958	77.000000	80.000000	71.000000
0.625000	0.748958	81.000000	80.000000	71.000000
0.750000	0.873958	79.000000	80.000000	71.000000
0.875000	0.998958	77.000000	80.000000	71.000000
1.000000	1.123958	76.000000	80.000000	71.000000
1.125000	1.248958	79.000000	80.000000	71.000000
1.250000	1.373958	77.000000	80.000000	71.000000
1.375000	1.498958	74.000000	80.000000	71.000000
1.500000	1.748958	76.000000	80.000000	71.000000
1.750000	2.123958	76.000000	80.000000	71.000000
2.125000	2.248958	79.000000	80.000000	71.000000
2.250000	2.373958	77.000000	80.000000	71.000000
2.375000	2.498958	76.000000	80.000000	71.000000
2.500000	2.748958	74.000000	80.000000	71.000000
2.750000	3.123958	74.000000	80.000000	71.000000
3.125000	3.248958	77.000000	80.000000	71.000000
3.250000	3.373958	76.000000	80.000000	71.000000
3.375000	3.498958	74.000000	80.000000	71.000000
3.500000	3.582292	72.000000	80.000000	71.000000
3.583333	3.665625	74.000000	80.000000	71.000000
3.666667	3.748958	72.000000	80.000000	71.000000
3.750000	3.998958	69.000000	80.000000	71.000000
4.000000	4.123958	65.000000	80.000000	71.000000
4.125000	4.248958	69.000000	80.000000	71.000000
4.250000	4.373958	72.000000	80.000000	71.000000
4.375000	4.498958	77.000000	80.000000	71.000000
4.500000	4.873958	81.000000	80.000000	71.000000
4.875000	4.998958	81.000000	80.000000	71.000000
5.000000	5.123958	82.000000	80.000000	71.000000
5.125000	5.248958	81.000000	80.000000	71.000000
5.250000	5.373958	80.000000	80.000000	71.000000
5.375000	5.498958	81.000000	80.000000	71.000000
5.500000	5.561458	86.000000	80.000000	71.000000
5.562500	5.623958	84.000000	80.000000	71.000000
5.625000	5.748958	82.000000	80.000000	71.000000
5.750000	5.873958	79.000000	80.000000	71.000000
